image,description
rb_1254362827.png,"On a table filled with many objects, there is a green tray on the upper left side, surrounded by various items like bowls, spoons, forks, and others. A mechanical arm moves a black object located at the upper right corner of the square table into a dark blue bowl in the middle lower part of the table."
rb_1263734544.png,"On a semi-circular white table, there are six bottles placed in a row. From left to right, they are transparent, blue, green, half-transparent and half-orange, blue, and purple. A mechanical arm is positioned beside the table and moves towards the third bottle, the green one, and picks it up."
rb_1278623538.png,"On a table, there is a pack of snacks, a transparent plastic water bottle, and a blue pull-tab can of Coca-Cola. A mechanical arm grips the can and moves it next to the transparent plastic bottle."
rb_1281149759.png,"On a blue table, in the top left corner, there is a mug, and in the bottom left corner, a green plate. On the right side, there are four objects. A mechanical arm drags the black object in the middle to the position above the adjacent white object. Now, these two objects are stacked on top of each other on the table."
rb_1283011799.png,"On a blue table, on the far left, there is a shovel, next to which is a metal iron basin. Above and to the right of the iron basin is a blue chili pepper model, and on the right side of the table is a yellow-brown towel folded into a square. A mechanical arm drags the metal iron basin from the left half of the table to a slightly more rightward position, beside the towel."
rb_1299564216.png,"On a blue table, there is a green tray in the top left corner and a blue bowl in the bottom left corner, containing a white towel. The table also has various other items such as cups and bowls. A mechanical arm picks up a cup located next to the tray and places it on the tray."
rb_1306493998.png,"On a wooden workbench, there is a red shopping basket on the left and an open oven on the far right. Between them are an orange object, a red plastic bowl, and a blue cup. A mechanical arm picks up the red bowl, moves it to the right, and places it on the oven's tray."
rb_1320638211.png,"A robotic arm is positioned directly above a sink, with the faucet of the sink facing forwards. The arm moves swiftly, turning the faucet to the left."
rb_1325887317.png,"In a four-compartment cabinet, each compartment contains different objects. A robotic arm approaches the bottom left compartment and retrieves a long, white object from inside."
rb_1337407234.png,"On a black cabinet, there is a large pie-shaped object, a small pie-shaped object, a white cube, and a potted plant. This cabinet has a grid divided into squares like a tic-tac-toe board. A mechanical arm grips and removes a white, elongated object located inside the grid cell at the top right corner."
rb_1345976744.png,"On a blue table, in the right half, there is a red grape model with a blue brush beside it. On the left half of the table, there's a brown-yellow towel folded into a square with a metal iron basin placed on it. A mechanical arm picks up the blue brush from the top right corner, moves it over the iron basin, and then places it to the left side of the basin."
rb_1350388356.png,"On a blue table, in the bottom left corner, there is a light green object. Above and to the right of it, there's a light blue towel folded into a square, on which a metal iron basin is placed. In the bottom right corner of the table, there is a fruit knife with a blue handle. A mechanical arm picks up the fruit knife and moves it to the top right corner of the table."
rb_1359226832.png,"On a blue square table, there are numerous items. In the bottom left corner is a green tray with two rectangular objects on it. In the top left corner of the table, there is a dark blue ceramic bowl containing a light blue object, accompanied by other bowls nearby. In the top right corner of the table, there is a light blue spherical object. A mechanical arm picks up the spherical object from the top right corner and moves it to the left, placing it beside the bowl containing the blue object."
rb_1368026284.png,"On a table, there is a blue cup. A mechanical arm, holding a transparent cup filled with water, approaches the blue cup. The arm then pours the water from the transparent cup into the blue cup."
rb_1388445321.png,"On a table, there is a snack with green packaging, a mineral water bottle, and a pull-tab can. A mechanical arm picks up the mineral water bottle located on the right side of the table and moves it to the right side of the pull-tab can, which is in the bottom left corner of the table."
rb_1403900523.png,"On top of a cabinet with its second drawer open, there are four objects. On the left side of the cabinet, there is an empty transparent mineral water bottle and a pull-tab can, next to which is a white bowl. On the right side, there is another pull-tab can. A mechanical arm picks up the pull-tab can on the far right and places it inside the open drawer."
rb_1455281787.png,"Above a cabinet with its second drawer open, there is a white bowl and a black object. Inside the open drawer, there is a blue spherical object. A mechanical arm grips the blue object in the drawer, takes it out, and places it to the right of the white bowl on top of the cabinet."
rb_1457393156.png,There is a vending machine with its door open. A mechanical arm approaches the open door and pushes it shut.
rb_1478597221.png,"On a blue table, the right half has a green towel folded into a square. A mechanical arm approaches the towel and drags it from the right half of the table to the left half."
rb_1488328494.png,"On a blue workbench, the right part has a white object with a black ring around it. Next to this object is a metal basin, and to the left of the basin, there's a blue towel folded into a square with a beige-handled spoon resting on it. A mechanical arm picks up the metal basin and moves it to the top left corner of the table."
rb_1499778451.png,"On a black table, there is a light blue cup. A mechanical arm, holding a transparent cup filled with water, approaches the blue cup on the table and pours the water from the transparent cup into the blue cup."
rb_1509912484.png,"In a room, there is a black shelf. Next to the shelf is a transparent table. On the black shelf, there are a stick-like white object, a pie-shaped object, a small cube, a large cube, and a potted plant. On the transparent table, there is a plate with a blue-green apple model on it. A mechanical arm picks up the apple model from the plate, suspending it in mid-air."
rb_1525257077.png,"Above a cabinet with its second drawer open, there is a white bowl, an overturned mineral water bottle, and an overturned blue pull-tab can. A mechanical arm approaches the cabinet and pushes the open second drawer, closing it. Now, the drawer of the cabinet is closed."
rb_1526822471.png,"On a workbench, on the left side, there is a compartmentalized storage box, and on the right side, there's a book standing upright. To the right of the book, there is a blue bowl, next to which is a red cup, and on the far right, a larger black object. A mechanical arm picks up the blue bowl and moves it into the first compartment of the storage box on the far left."
rb_1529954650.png,"On the dish rack of a dishwasher, there are four white mugs, one green mug, and around them, four transparent glass cups. A mechanical arm moves to the side of the green mug, grips it, lifts it up, and suspends it in mid-air."
rb_1545496661.png,"On a blue table, in the top left corner, there is an oven model, next to which are two pull-tab cans. In the bottom left corner of the table, there's a yellow towel folded into a square with a knife on top of it. On the right side of the table, there is a metal iron basin containing a blue spherical object. A mechanical arm moves from above the towel to the position of the iron basin, picks up the blue spherical object from the basin, and carries it to the space between the towel and the oven."
rb_1546537138.png,"On top of a cabinet with three drawers, in the bottom left corner, there is a pull-tab can. In the center of the cabinet, there's a piece of chocolate, and in the top right corner, a sponge. A mechanical arm picks up the chocolate and moves it to the side of the sponge."
rb_1577667702.png,"On a kitchen table, on the left, there is an open oven with a light blue bucket on its tray. On the right, there's an orange dish rack with an off-white bowl on top. In the middle of the table, there is a blue apple model. A mechanical arm picks up the bowl from the orange dish rack on the right and suspends it in the air."
rb_1577795162.png,"On a blue table, there is a spoon with a blue handle, a blue object, and a blue transparent basin. On the right, there's a brown-red towel folded into a square. A mechanical arm picks up the blue spherical object and moves it to the brown-red towel, placing it on top of the towel."
rb_1591617531.png,"In a room, there is a black cabinet with a transparent table in front of it. On the table, there is an apple model and a blue bowl. Above the cabinet, there are a columnar object, a white pie-shaped object, a small cube, a large cube, and a potted plant. A mechanical arm picks up the apple from the transparent table and moves it backward. A hand reaches out, preparing to receive the apple."
rb_1592007901.png,"On a table, there are several objects. In the top left corner, there's a snack in a green package, next to which are a blue apple and a piece of soap. On the right side of the table, there is a black basket. A mechanical arm grips the apple and slightly pushes it towards the upper right side of the table."
rb_1595564726.png,"Above a cabinet with its first drawer open, there are several objects. On the far left, there is a white bowl, and to the right, a snack in a blue package. In the far right corner of the table, there is a pull-tab can. A mechanical arm picks up the can and places it inside the open first drawer of the cabinet."
rb_1623372131.png,"On a table, there is a white plate containing some blue apples. A mechanical arm picks up the apple on the far right side of the plate."
rb_1633024390.png,"On a cabinet, there are several objects. In the top left corner, there's a snack in a blue package. Near the center of the cabinet, close to the drawer, there is a pull-tab can. On the far right side of the cabinet, there is a piece of chocolate. A mechanical arm picks up the can and moves it to the right side of the snack, placing it right next to the snack."
rb_1635696730.png,"On a countertop with a sink and an integrated induction stove, near the sink, there is a kettle. A mechanical arm moves this kettle to the leftmost part of the integrated induction stove on the countertop."
rb_1666893423.png,"Inside an automatic vending machine with an open door, there are several beverages. A mechanical arm picks up a pull-tab can located at the bottom right corner inside the vending machine and takes it out."
rb_1670102511.png,"On a cabinet with three drawers, there are several items. In the bottom left corner on top of the cabinet, there is a white bowl, and near the top left corner, there is a blue pull-tab can. On the right side of the cabinet, there is a blue apple model. A mechanical arm grips this apple model and moves it to the right side of the white bowl."
rb_1672785271.png,"In a room, there is a black cabinet with a plant on top of it. The cabinet has a grid of two rows and two columns. In the first cell of the first row, there is a white object; in the second cell of the first row, there is a white stick-like object; in the first cell of the second row, there is a cube; and in the second cell of the second row, there is a pie-shaped white object. A mechanical arm moves to the first cell of the second row and takes out the cube."
rb_1679192141.png,"On a cabinet with its second drawer open, there is a white bowl and a piece of chocolate. A mechanical arm picks up the chocolate and moves it into the open second drawer."
rb_1690574549.png,"On a cabinet with its first drawer open, there are several objects on top. Near the left side, there's a snack in a black package, and to its upper right, there is a pull-tab can. On the far right side of the cabinet, near the bottom right corner, there's a white bowl. A mechanical arm picks up the pull-tab can and moves it to the upper left side of the white bowl, suspending it in the air."
rb_1693870495.png,"Inside a room, there is a black cabinet with some white objects and a potted plant on top of it. In front of the cabinet, there is a transparent table. On the transparent table, there is a dark blue spherical object, a light blue spherical object, and a blue-green apple. A mechanical arm picks up the light blue spherical object and suspends it in the air."
rb_1703759245.png,"On a blue workbench, there are various items. On the left side, there's a metal pot, and to the left of the pot, a dark blue object. On the right side of the table, there are some vegetable models, and in the bottom right corner of the table, there's a yellow cup. A mechanical arm picks up the dark blue object on the left and moves it into the metal pot."
rb_1725147440.png,"On the far left of a cabinet, there is a pull-tab can, and near the top right corner, there's a beverage bottle. In the bottom right corner, there's a sponge. A mechanical arm picks up the beverage bottle from the top right corner and moves it to the upper right side of the sponge."
rb_1727646831.png,"On a table, there are three objects. In the top left corner, there's a snack in a blue package. In the bottom left corner, there is an overturned pull-tab can, and to their right, there's a piece of black chocolate. A mechanical arm picks up the overturned pull-tab can, rights it, and sets it up in a standing position."
rb_1738457131.png,"On a cabinet, there are several objects. On the far left, there is an empty transparent plastic water bottle. Above and to the right of the water bottle, there's a snack in a blue-green package. Below and to the right of the water bottle, there is a blue pull-tab can. A mechanical arm picks up this pull-tab can and moves it to the right side of the snack bag."
rb_1740598150.png,"On a table, there is a blue water cup. A mechanical arm, holding a transparent cup filled with blue liquid, approaches the cup on the table. The arm then pours all the blue liquid from the transparent cup into the blue cup."
rb_1746779267.png,"On a table, there is a white plate containing some blue apple models. A mechanical arm moves to the side of the plate and picks up the apple model on the top."
rb_1749554594.png,"On a cabinet, there are three objects. On the far left, there is a green snack package. Below and to the right of the snack package, there is a white pull-tab can, and above and to the right of the can, there is a blue apple model. A mechanical arm approaches the pull-tab can, grips it, and moves it to the right side of the blue apple model located above and to the right."
rb_1763455470.png,"In a brown cardboard box, there is some water containing blue and black strip-like objects. A mechanical arm extends into the cardboard box, stirs the water, and then picks up a blue strip-like object."
rb_1764819368.png,"There is a cabinet with its first drawer open. On top of the cabinet, there is a white bowl and an overturned blue pull-tab can. A mechanical arm approaches the cabinet and pushes the open drawer, closing it."
rb_1785864194.png,"On a blue table, there are various items. In the top left corner is a microwave oven model with a fork beside it. In the top right corner, there are two pull-tab cans, and next to them, a metal iron basin containing blue chocolate models. In the bottom right corner of the table, there is a blue towel folded into a square. A mechanical arm picks up the blue chocolate model from the iron basin and moves it to the left side of the towel."
rb_1798690953.png,"In the top right corner of a blue table, there are two bowls; one is gray and the other is purple. Inside the purple bowl, there is a blue object. A mechanical arm picks up the blue object from the purple bowl and places it inside the gray bowl."
rb_1821696062.png,"On a blue workbench, there are several objects. On the far left, there is a fork with a blue handle. To its right, there's a light blue towel folded into a square, and to the right of the towel is a metal iron basin. Above and to the right of the basin, there's a blue object. A mechanical arm picks up the fork on the far left, moves it, and places it above the towel."
rb_1822662099.png,"On a blue table, there are several objects. In the top left corner, there is a knife, and in the bottom left corner, a green pear. In the center of the table, near the upper half, there is a blue basin containing a sushi model. A mechanical arm takes the sushi model out of the blue basin and places it in the bottom right corner of the table."
rb_1824726087.png,"On a blue table, there is an enclosed rectangular area. In the top left corner of this area, there's a metal iron basin, and in the top right corner, a blue eggplant model. Near the bottom edge, there is a light blue potato model. A mechanical arm picks up the metal iron basin located in the top left corner, stands it up, and places it on its side."
rb_1829882031.png,"On a table, there are several objects. In the top right corner, there is an overturned blue transparent can. Next to the can, there is a sushi model. In the lower part of the table, there is a green pear model. A mechanical arm approaches the overturned can in the top right corner, grips its lid, and stands it upright to the left of the sushi."
rb_1829957844.png,"On a cabinet, part of it is surrounded by a ring of light. Inside the ring of light, there is a blue sponge. Outside the ring, there is a knocked-over red can and a blue spherical object. A mechanical arm is picking up the red can and moving it to the right side of the blue sponge inside the light ring."
rb_1881779904.png,"In a room, there is a black cabinet and a transparent table. On the transparent table, there is a white plate with two blue objects on it. A mechanical arm is picking up one of the blue objects from the plate and holding it in the air."
rb_1893932696.png,"Inside a cardboard box, there is a pair of black sunglasses, a purple pencil case with white dots, a fluffy towel, a blue spherical object, and a green notebook. A mechanical arm is holding a blue ball, moving it into the cardboard box, and placing the ball inside the box."
rb_1894892509.png,"On a blue table, there are several objects. Near the top left corner, there is a metal basin, and in the top right corner, there is a teal-colored can. In the bottom left corner, there is a blue towel folded into a square, with a fork with an orange handle and a spoon with a blue handle to its right. A mechanical arm is picking up the metal basin from the top left corner and dragging it onto the folded square towel."
rb_1900998191.png,"On top of a cabinet, there are three objects. Near the left side, there is a blue and green sponge. At its top right corner, there is a piece of chocolate, and at the bottom right corner, there is another piece of chocolate. A mechanical arm is moving towards the piece of chocolate above the right side of the sponge and is picking it up."
rb_1912621076.png,"In a room, there is a cabinet with its second drawer open. Inside the open drawer, there is a green packaging bag. On top of the cabinet, there is a white bowl, a green snack packaging bag, and a piece of chocolate. A mechanical arm is picking up the packaging bag from the open drawer, moving it, and placing it on top of the cabinet."
rb_1936313620.png,"In a kitchen, there is a workbench with a sink on the right side and four stovetops on the left. There are some vegetable models in and around the sink. On the stovetop, there is a model of a bitter melon and a metal basin. A mechanical arm is picking up the green bitter melon model, moving it, and placing it inside the metal basin."
rb_1938116758.png,"In a room, there is a cabinet with its first drawer open. On top of the cabinet, there is a knocked-over beverage bottle, a white bowl, and a piece of chocolate. A mechanical arm is picking up the chocolate and placing it inside the open drawer."
rb_1941901077.png,"On a table, there is a blue packaging bag, a red can, a blue can, and a cylindrical container holding forks. A mechanical arm is moving to the blue can and picking it up."
rb_1962124973.png,"On top of a cabinet, there are three objects. Near the lower left corner, there is a brown bag of snacks. In the central part of the cabinet, there is a red can and a mineral water bottle. A mechanical arm is picking up the mineral water bottle and moving it to the right side of the brown snack bag."
rb_1963572179.png,"On a table, there are various objects. Near the lower left corner, there is a green chili pepper model. In the upper part of the table, there is a purple jar, and next to it, there is an object that is white and blue. In the lower right corner of the table, there is a metal basin. A mechanical arm is moving to the green chili pepper model, gripping its stem, moving it, and then placing it inside the metal basin."
rb_1978893290.png,"In a room, there is a black cabinet with a plant on top. The cabinet has two rows and two columns. In the first row and first column, there is a white disc-shaped object, and in the first row and second column, there is a small cube. In the second row and first column, there is a large cube, and in the second row and second column, there is a white stick-shaped object. A mechanical arm is moving to the large cube in the second row and first column, picking it up, and slightly pulling it out."
rb_1988460854.png,"On a cabinet, there are several objects. In the top left corner, there is a can, and next to it, a knocked-over beverage bottle. On the right side of the cabinet, there is a green can. A mechanical arm is moving to the location of the bottle, picking it up, and standing it upright in the center of the cabinet."
rb_1994387860.png,"On a blue table, there's a blue bottle and a closed bag. A robotic arm approaches the bag, grabs the zipper, and then pulls it open."
rb_1995767662.png,"On a blue table, there are many objects, including a green cup. A white robotic arm holds a small brush and then places it inside the cup."
rb_2016166823.png,"In a room there are a white cup and a table with drawers, with a robot arming moving around. The robot arms approach the opened drawer and then closes it. "
rb_2018823135.png,"There are chairs, trays, a dark ball and a blue ball and plates in the setting. The robot arm moves from the blue ball in the bowl and then move towards the dark ball. and then picks it up. "
rb_2019434138.png,"In the kitchen there is a sink, a chair, a robot arm, a table and a microwave. The robot arm approaches the microwave and then open the microwave's door."
rb_2020955496.png,"In the room there is a table, a blue ball and a bowl on the table, as well as a sponge under the table. The robot arm approaches the sponge and then pick it up, and then it puts the sponge on the table."
rb_2026565948.png,"On the table there are a bottle can, o water bottle and two packages. The door is open. The robot arm picks up one of the packages and then place it close to a beverage can."
rb_2051889424.png,"In the room there is a table. On the table there is a beverage can, a plate and a package. The table has a drawer and in the drawer there is another beverage can. The robot arm grabs the can and raises it to the top of the drawer. "
rb_2064893623.png,"On the table there is a plate, a package and a bottle can. The table has a drawer which is open. The robot approaches the can, picks up the can and then put the can inside the drawer. "
rb_2085983420.png,"In the room there is a desk with drawers, a table and a robot arm. There are some balls on the table. The robot arm approaches the blue ball and picks it up and then raises it. "
rb_2091226324.png,"In the room there is a cabinet and table. There is a ball on a plate which is one the table. The robot arm approaches the blue ball on the table, grabs it and picks it up and then raises it. "
rb_2104133954.png,"In the room there is a desk with drawers, and a robot arm. On the desk there is a can, a bottle and a bowl. The robot arm approaches the drawer at the bottom and opens the drawer. "
rb_2106331842.png,"In the room there is a desk with drawers under it. On the desk there is two cans, one of them being red and the other being blue. There is also a package on the desk. The robot arm approaches the red can near the edge of the desk, raises it and pour out the liquid inside of it. Then the robot arm places the can back to the desk. "
rb_2107587819.png,"In the room there is a cabinet, a robot arm and two white plates on the surfact of the cabinet. There is a white stick in one of the compartment of the cabinet. The robot arm approaches the white stick, picks it up and move it out of the cabinet"
rb_2115188343.png,In the room there is a desk with drawers under it. On the desk there is a white plate and two packages for snacks. The robot arm approaches the lowest draw and opens it.
rb_2119045542.png,"There is a Rubik's cube on a white surface, and a yellow robot arm. There is also a destination marker with a cross sign. The robot arm approaches the Rubiks cube, and pushes it towards the marker. Finally the robot arm places the cube on the marker. "
rb_2136238295.png,"There are trays, chairs, balls, plates and bowls on a blue surface. The robot arms approaches the blue ball, grabs it and places the blue ball on the plate. "
rb_2150574287.png,"There is a sink, a pot in the sink, a pot on the counter, a toy pepper in this countertop scene. The robot arms approaches the tilted pot in the sink and then places the pot upright. "
rb_2161027947.png,"In the room there is a cabinet, a white bowl on the desk of the cabinet, a white bowl inside one of the compartment of the cabinet, and a robot arm. The robot arm approaches the bowl in the cabinet, picks it up and raises it. "
rb_2173636211.png,"In the room there is a desk with drawers under it. On the desk there is a bottle, a sponge and a nack package. The robot arm approaches the sponge and picks it up, and then moves the sponge besides the bottle. "
rb_2179353199.png,"In the room there is a desk with drawers under it. On the desk there is a package and a bottle on the left bottom corner of the desk. There is a sponge in the middle of the desk. The robot arm approaches the sponge, picks it uo and places it besides the bottle and the package. "
rb_2182868860.png,"There is a red cup, a bowl with food, a typewriter, a cable and a robot arm. The robot arm approaches the red cup, picks it up and places it on the black desk. "
rb_2185167256.png,"In the room there is a desk with drawers under it, some bowls on the desk and a bowl inside a compartment of the drawer. The robot arms approaches the bowl in the compartment and tries to grabs it but fails. "
rb_2188659032.png,"There is a blue cup and a yellow cup on the blue surface. The robot arms approaches the yellow cup, raises it and put it inside the blue cup."
rb_2208658365.png,"There is a plate and a blue rubber on the surface. The robot arms approaches the blue rubber, picks it up and places it on the plate. "
rb_2213638136.png,"there is a toy microwave, two cans, a spoon, a towel and a pot on the desk. The robot arms approaches the towel at the edge of the desk and pushes it to the cans which are against the wall. "
rb_2220967748.png,"In the room there is a desk with drawers under it, a plate, two cans and a package on the desk. The robot arms approaches to the can near the edge and picks it up and places it beside the package and the standing bottle."
rb_2234964724.png,There is a pot and a toy eggplant in the sink. The robot arm picks up the eggplant and places it inside the pot in the sink. 
rb_2235263842.png,"There is a toy eggplant, banana, pepper, a plate with fried eggs on it, and cabbage. The robot arms approaches the banana and picks it up and then places it inside the pot."
rb_2239673241.png,"There is a towel, a pot on the blue desk. The robot arm picks it the pot and places it on the towl. "
rb_2252146342.png,"There are trays, chairs, balls, cube, plates and bowls on a blue surface. The robot arms approaches the white cube, grabs it and places the blue cube on the plate. "
rb_2256281665.png,"There is a pot, a towel and a brush on the blue desk. The robot arms approaches the brush and picks it up and places it besides the pot."
rb_2270573568.png,"There is a bowl and a package on the desk. Under the desk there is a drawer, within which there is a package. The robot arms approaches the opened drawer and picks up the package and then places on the desk besides the bowl."
rb_2272143116.png,"There is two pots, some toy vegetables and a sink. Two pots are on the countertop and some vegetables are in the sink."
rb_2282623464.png,"There is a desk with drawers under it. On the desk there is a blue ball at the corner, a package and a bottle. The robot arm reaches the bottle and picks it up and lays it down besides the package near the edge of the desk."
rb_2284208281.png,There is a desk and on the desk there are several colored objects. The robot arm picks up the green bottle and lifts it and lays it down.
rb_2286070024.png,There are trays and a bowl and a plate on the blue surface. There is a pot in the oven. The robot arm picks up the pot on the tray in the oven and moves it to the tray on the table.
rb_2299700727.png,"There is a spoon, a pot, a towel and a toy strawberry on the towel. The robot arm reaches the pot and pulls the pot towards the edge of the desk. "
rb_2300866879.png,"There is a bruch on a towel, a pot and a toy vegetable in the pot. The robot arm reaches the brush and lifts it, and then places it to the edge of the desk besides the pot."
rb_2305314115.png,In the room there is a cabinet and on the desk of the cabinet there is a bowl and a pile of plates. There is a stick inside a compartment of the cabinet. The robot arms reachs the stick and tries to grab it but fails. 
rb_2307621868.png,"On the table there is a white cup, a small blue cup, a television and a robot arm. The robot arm picks up a small blue cup and pour it inside of the larger white cup. "
rb_2313089289.png,"On the table there is a white cup, a small blue cup, a television and a robot arm. The robot arm picks up a small blue cup and pour it inside of the larger white cup. "
rb_2319558614.png,There is a desk with drawers under it. On the desk there is a package and a plate. The robot arm reaches the package and places it inside of the drawer. 
rb_2321374916.png,"In the box there is a brush, a sponge and a green ball. The robot arm approaches the brush and pushes it towards the sponge at the bottom left corner. "
rb_2322976810.png,On the desk there is a plate and in the plate there are a lot of bananas. The robot arms approaches the plate and grabs a banana and lifts it.
rb_2327153161.png,"In the box there are several sticks, with one on the left and several at the bottom. There is also a silver metal in the center of the box, and the robot arms approaches it. The robot arm picks it up and then places it on top of the sticks at the bottom of the box."
rb_2328993694.png,"On the counter there is a towel, a brush on the towel, a sink and a pot. The robot arm approaches the pot and picks it up. The robot arm then places it closer to the brush."
rb_2330316691.png,"On the desk there is a sink, a pot, some toy vegetables including cabbage, potato. Inside the sink there is a plate, a toy pepper and a bottle. There is a toy pepper inside the pot. The robot arm approaches the pepper and picks it up frrom the pot and places it outside of the pot."
rb_2351909399.png,"On the desk there is a box, a pot, a cup, a ball and several tools. The robot arm picks up a stick and moves it further away from its original position."
rb_2375310718.png,"On the desk there is a bowl, and inside the bowl there are three bananas. The robot arm approaches the banana and grabs it. It then picks it up and moves it outside the bowl."
rb_2393458113.png,On the desk there is a plate and a black object. The robot arms picks up the object besides the plate and put it on the plate.
rb_2402035517.png,"In the room there is a desk with sink, a microwave, a chair, a cabinet and a pot. The robot arm reaches the pot and picks it up and places it at the other side of the countertop."
rb_2407238172.png,There is a sink and inside the sink there is a plate a an egg. On the desk there is some vegetables and a spatula. The robot arm reaches the spatula and grabs it and places it inside the sink on the plate. 
